aba 阿爸
bisuo 闭锁
bixiao 闭校
biyuexiuhua 闭月羞花
bihu 壁虎
bihusuo 庇护所
bishang 毙伤
binv 婢女
bizhouzizhen 敝帚自珍
bilulanlv 筚路蓝缕
bizheng 痹症
bima 蓖麻
bibing 弊病
bihai 弊害
bicao 碧草
bilan 碧蓝
biluochun 碧螺春
bixuedanxin 碧血丹心
biyouyou 碧油油
bibao 壁报
bideng 壁灯
bigua 壁挂
biguashi 壁挂式
bigui 壁柜
bikan 壁龛
bilei 壁垒
bileisenyan 壁垒森严
bishangguan 壁上观
bileizhen 避雷针
bifenggang 避风港
bileiqi 避雷器
biluan 避乱
bimian 避免
binan 避难
binansuo 避难所
birang 避让
bishijiuxu 避实就虚
bishu 避暑
bixian 避嫌
bixie 避邪
biyun 避孕
biyuntao 避孕套
bizhongjiuqing 避重就轻
bibang 臂膀
biwan 臂弯
bizhang 臂章
bizhou 臂肘
biancheng 贬称
bianchui 边陲
biandi 边地
bianfang 边防
bianfangjun 边防军
bianfangshao 边防哨
bianfangxian 边防线
bianfangzhan 边防站
bianfeng 边锋
bianfu 边幅
bianguan 贬官
bianhuan 边患
bianji 边际
bianjian 便笺
bianjiang 边疆
bianjiao 编校
bianjiaoliao 边角料
bianjie 编结
bianjiexian 边界线
bianjing 边境
bianjingxian 边境线
biankuang 边框
bianmao 便帽
bianmen 边门
bianmin 边民
bianqia 边卡
bianqu 边区
biansai 边塞
bianwu 边务
bianxian 边线
bianyan 便宴
bianyuan 扁圆
bianyuanhua 边缘化
bianzhai 边寨
biangu 砭骨
biannianti 编年体
bianzhong 便中
bianchuang 编创
bianci 辩词
biandao 编导
bianding 编订
biandui 编队
bianhao 编号
bianhou 编后
bianhui 编绘
bianjibu 编辑部
bianju 变局
bianlie 编列
bianlu 便路
bianma 编码
bianmu 编目
biannei 编内
biannian 编年
biannianshi 编年史
bianpai 编派
bianshen 编审
bianwai 编外
bianwei 编委
bianxie 便鞋
bianxiu 编修
bianxuan 编选
bianyi 贬抑
bianyin 编印
bianyu 鳊鱼
bianzao 编造
bianzhe 贬谪
bianzhean 编者按
bianzhi 贬职
bianzhidai 编织袋
bianzhu 编著
bianzhuan 编撰
bianzu 编组
bianzuan 编纂
bianfushan 蝙蝠衫
biance 鞭策
bianchangmoji 鞭长莫及
bianda 鞭打
biandakuainiu 鞭打快牛
bianchi 便池
bianpao 鞭炮
bianpiruli 鞭辟入里
bianshao 鞭梢
bianta 鞭挞
bianzi 鞭子
biansun 贬损
biandan 扁担
biandou 扁豆
bianping 扁平
biantaoti 扁桃体
biane 匾额
bianxieshi 便携式
bianbu 便步
biancan 便餐
bianche 便车
biandang 便当
bianfan 便饭
bianhan 便函
bianhu 便壶
bianlan 便览
bianli 变例
bianlidian 便利店
bianmi 便秘
bianniao 便溺
bianpen 便盆
bianqian 便签
bianqiao 便桥
bianren 便人
biantiao 便条
biantong 便桶
bianyixingshi 便宜行事
bianzhuang 便装
bianmai 变卖
bianshai 变色
biangong 变工
bianse 变色
biansejing 变色镜
bianselong 变色龙
biansheng 变声
bianshu 变数
biansu 辩诉
biansuqi 变速器
bianbenjiali 变本加厉
biandianqi 变电器
biandianzhan 变电站
biandiao 变调
biandong 变动
bianfa 变法
biange 变革
biangeng 变更
biangua 变卦
bianhua 变化
bianhuawuchang 变化无常
bianhuanmoce 变幻莫测
bianjia 变价
bianlian 变脸
bianliang 变量
bianluan 变乱
biantai 变态
bianti 变体
biantian 变天
bianweier 变味儿
bianxifa 变戏法
bianxiang 变相
bianxin 变心
bianxing 变型
bianyaqi 变压器
bianyang 变样
biantilinshang 遍体鳞伤
bianye 遍野
bianbie 辨别
bianshi 辩士
bianxi 辨析
bianzheng 辨正
bianbai 辩白
bianbo 辩驳
biancai 辩才
bianhuquan 辩护权
bianhuren 辩护人
bianhushi 辩护士
bianlun 辩论
biannan 辩难
bianshou 辩手
bianzhengfa 辩证法
bianzhengweiwuzhuyi 辩证唯物主义
biaohan 彪悍
biaoxingdahan 彪形大汉
biaozhunshi 标准时
biaobang 标榜
biaozhunxiang 标准像
biaogao 标高
biaozhunyin 标准音
biaoqiang 标枪
biaozhunyu 标准语
biaozhi 表侄
biao 鳔
biaoben 标本
biaobing 标兵
biaochi 标尺
biaodi 标底
biaodian 标点
biaodianfuhao 标点符号
biaoding 标定
biaogan 标杆
biaohao 标号
biaoji 表记
biaojia 标价
biaojin 标金
biaoliang 标量
biaomai 标卖
biaoming 标明
biaopai 标牌
biaoqian 标签
biaoshi 标示
biaoshu 标书
biaoti 标题
biaotu 标图
biaoxinliyi 标新立异
biaoyang 标样
biaoyu 标语
biaoyupai 标语牌
biaozhu 标注
biaozhun 标准
biaozhunhua 标准化
biaozhunjian 标准件
biaofeitizhuang 膘肥体壮
biaofei 膘肥
biaoche 飙车
biaosheng 飙升
biaobai 表白
biaobao 表报
biaoce 表册
biaoceng 表层
biaoda 表达
biaodai 表带
biaoge 表哥
biaogong 表功
biaojie 表解
biaojue 表决
biaojueqi 表决器
biaojuequan 表决权
biaoli 表里
biaolibuyi 表里不一
biaoliruyi 表里如一
biaolian 表链
biaolu 表露
biaomei 表妹
biaomian 表面
biaomianguang 表面光
biaomianhua 表面化
biaomianji 表面积
biaomianwenzhang 表面文章
biaopan 表盘
biaopi 表皮
biaoqin 表亲
biaoqing 表情
biaoshuai 表率
biaotai 表态
biaoxian 表现
biaoxianli 表现力
biaoxiang 表象
biaoyan 表演
biaoyanchang 表演唱
biaoyansai 表演赛
biaozhang 表彰
biaozhen 表针
biaozheng 表征
biaozi 表字
biaobei 裱褙
biaohu 裱糊
bie 别
biedehuang 憋得慌
biemen 憋闷
bieqi 憋气
biequ 憋屈
biesan 瘪三
biezhuan 别传
bieyoufengwei 别有风味
bieyoutiandi 别有天地
biechu 别处
bieyouyongxin 别有用心
bieli 别离
biezhen 别针
biewuzhangwu 别无长物
biezhi 别致
biezi 别字
biecheng 别称
biechuxincai 别出心裁
biede 别的
biedongdui 别动队
biehao 别号
bieji 别集
biejia 别家
biejujiangxin 别具匠心
biejuyige 别具一格
biekaishengmian 别开生面
biekan 别看
bielun 别论
bieming 别名
bieqing 别情
bieren 别人
bieshu 别墅
bieshuyizhi 别树一帜
bieshuo 别说
bieti 别体
biewuerzhi 别无二致
biexu 别绪
bieyang 别样
bieye 别业
bieyoudongtian 别有洞天
biejiao 蹩脚
bieniu 别扭
binguan 宾馆
binke 宾客
binpeng 宾朋
binyu 宾语
binzhirugui 宾至如归
binzhu 宾主
binbinyouli 彬彬有礼
binxiang 傧相
bin 滨
binfen 缤纷
binlin 濒临
binsi 濒死
binwei 濒危
binchi 摈斥
binchu 摈除
binqi 摈弃
binlian 殡殓
binyiguan 殡仪馆
binzang 殡葬
bingu 髌骨
binfa 鬓发
binjiao 鬓角
binmao 鬓毛
binglang 槟榔
bingxiaowajie 冰消瓦解
bingshan 冰山
bingdong 冰冻
binggai 冰盖
binggui 冰柜
bingdu 冰毒
binggu 冰谷
bingguner 冰棍儿
binghe 冰河
bingfeng 冰峰
binghua 冰花
binggua 冰挂
bingdiao 冰雕
binggao 冰镐
bingjiling 冰激凌
bingjiao 冰窖
bingleng 冰冷
bingling 冰凌
bingxie 冰鞋
bingxue 冰雪
bingliu 冰溜
bingpai 冰排
bingying 冰硬
bingzhen 冰镇
bingzhuan 冰砖
bingpian 冰片
bingqi 屏弃
bingqingyujie 冰清玉洁
bingqiu 冰球
bingshi 冰室
bingshuang 冰霜
bingtan 冰炭
bingliang 冰凉
bingtang 冰糖
bingtanghulu 冰糖葫芦
bingtianxuedi 冰天雪地
bingtuo 冰坨
bingxiang 病象
bing 屏
bingba 冰坝
bingbao 冰雹
bingchaer 冰碴儿
bingchang 冰场
bingche 冰车
bingchuan 冰船
bingchuang 冰床
bingdai 冰袋
bingdao 冰道
bingdeng 冰灯
bingdian 冰点
bingjing 冰晶
bingbuyanzha 兵不厌诈
bingfa 并发
bingge 兵戈
binggong 兵工
binggongchang 兵工厂
binghuangmaluan 兵荒马乱
binghuo 兵火
bingjia 病家
bingjian 兵谏
bingli 并立
binglinchengxia 兵临城下
bingma 兵马
bingmayong 兵马俑
bingpi 兵痞
bingqiangmazhuang 兵强马壮
bingquan 兵权
bingren 兵刃
bingrong 兵戎
bingrongxiangjian 兵戎相见
bingshu 兵书
bingtuan 兵团
bingyi 兵蚁
bingyifa 兵役法
bingbian 兵变
bingyizhi 兵役制
bingyouzi 兵油子
bingyuan 兵源
bingbuxueren 兵不血刃
bingzai 兵灾
bingzhan 兵站
bingzhi 兵制
bingzhong 兵种
bingzu 兵卒
bingding 兵丁
binglun 丙纶
bingbi 秉笔
bingcheng 病程
bingchi 秉持
binggongzhifa 秉公执法
bingxing 秉性
bingzheng 病征
bingzhu 秉烛
bingzhuyeyou 秉烛夜游
binggan 饼干
bingzi 饼子
bingfu 病夫
bingming 禀明
bingchu 屏除
bingtui 屏退
bingxi 屏息
binggou 并购
binglong 并拢
bingcun 并存
bingdilian 并蒂莲
bingfazheng 并发症
bingfei 并非
bingjiaqiqu 并驾齐驱
bingjin 并进
bingju 病句
binglian 并联
binglie 并列
bingmao 并茂
bingqie 并且
bingru 并入
bingtun 并吞
bingwang 并网
bingxingbubei 并行不悖
bingyong 并用
bingfang 病房
bingan 病案
bingbaoer 病包儿
bingcan 病残
bingchonghai 病虫害
binggen 病根
binghai 病害
binghao 病号
binghaofan 病号饭
binghuan 病患
bingjun 病菌
bingkuang 病况
bingmo 病魔
bingqing 病情
bingqu 病区
bingrugaohuang 病入膏肓
bingruo 病弱
bingta 病榻
bingtai 病态
bingti 病体
bingtong 病痛
bingwei 病危
bingxiu 病休
bingyanyan 病恹恹
bingyangzi 病秧子
bingyin 病因
bingyou 病友
bingyu 病愈
bingzao 病灶
bingzhuang 病状
bingjue 摒绝
bo 钹
boda 拨打
bodong 搏动
bofa 拨发
bofu 伯父
bohao 拨号
bojiao 拨叫
bokuan 拨款
bola 拨拉
bolanggu 拨浪鼓
boluanfanzheng 拨乱反正
bonong 播弄
borong 拨冗
botong 拨通
bozhuan 拨转
bozi 拨子
bofeng 波峰
botao 波涛
bochang 波长
bodang 波荡
boduan 波段
bogu 鹁鸪
boguang 波光
boji 薄技
bolan 博览
bolanzhuangkuo 波澜壮阔
bolang 波浪
bopu 波谱
boshu 帛书
bosimao 波斯猫
bowen 波纹
boxing 薄幸
boyin 博引
bozhe 波折
boli 薄利
bolisi 玻璃丝
bolizhi 玻璃纸
boligang 玻璃钢
bolixianwei 玻璃纤维
boduo 剥夺
boluo 簸箩
boqu 剥取
boshi 博识
boxue 博学
boxuejieji 剥削阶级
boyu 钵盂
bobo 饽饽
bocai 博彩
boluomi 菠萝蜜
bobao 播报
bochu 播出
bofang 播放
bojiang 播讲
bosa 播撒
bosan 播散
bosong 播送
boyang 播扬
boyinshi 播音室
boyinyuan 播音员
boying 播映
bozhong 伯仲
bolin 柏林
bogenger 脖梗儿
bolinger 脖领儿
bojue 伯爵
bolao 伯劳
bole 伯乐
bomu 薄暮
bozhongzhijian 伯仲之间
boan 驳岸
bochi 驳斥
bochuan 驳船
bodao 驳倒
bohui 驳回
bokeqiang 驳壳枪
bolun 驳论
boyi 驳议
boyun 驳运
boza 驳杂
bohua 擘划
bodi 泊地
bowei 泊位
bolangning 勃朗宁
boran 勃然
bolaipin 舶来品
boai 博爱
bocaizhongchang 博采众长
bodajingshen 博大精深
bode 博得
bogutongjin 博古通今
bolanhui 博览会
boshidian 博士点
boshihou 博士后
boshisheng 博士生
bowenqiangji 博闻强记
bowu 博物
bowuguan 博物馆
bowuyuan 博物院
boya 博雅
bohai 渤海
boge 鹁鸽
bodou 搏斗
bosha 搏杀
bozhan 搏战
bolie 膊裂
boban 薄板
bodai 薄待
bojiu 薄酒
boliduoxiao 薄利多销
boming 薄命
bomo 薄膜
boqing 薄情
boruo 薄弱
botian 薄田
bozang 薄葬
bozu 跛足
bohe 薄荷
bohenao 薄荷脑
bu 醭
buzi 堡子
buci 卜辞
bugua 卜卦
buju 卜居
bushi 卜筮
buzhong 补种
bubai 补白
buban 部颁
bubao 补报
bubian 补编
bucha 补差
buchang 不畅
buchong 补充
buding 补丁
bufa 步法
buguo 不果
buji 簿籍
bujixian 补给线
bujia 补假
bujiao 补交
bujiu 补酒
bukao 补考
buke 补课
bulou 补漏
bumiao 补苗
bupiao 布票
bupin 补品
buque 不确
bushui 补税
butai 补台
butie 补贴
buxi 补习
buxiban 补习班
buxie 补写
buxiu 补休
buxuan 补选
buxue 补血
buyang 哺养
buyao 补药
buye 补液
buyi 补遗
buzheng 补正
buzhu 补助
buzhujin 补助金
buzhui 补缀
buzu 补足
buru 哺乳
buyu 不虞
buhuo 不惑
bufengzhuoying 捕风捉影
bulao 捕捞
bulie 捕猎
buna 捕拿
busha 捕杀
buzhuo 捕捉
buhe 不和
bujibuli 不即不离
bubaizhidi 不败之地
bucheng 不逞
bugengshi 不更事
buguilu 不归路
bushengqifan 不胜其烦
buming 不明
bushiwei 不失为
bupingzeming 不平则鸣
buren 不仁
bushan 不善
bushishiwu 不识时务
bushitaiju 不识抬举
buziliangli 不自量力
bushizhixu 不时之需
bushiweier 不是味儿
buzhi 不支
buzhikefou 不置可否
buzhuobianji 不着边际
buzhen 布阵
buzhizhizheng 不治之症
buzhisuozhong 不知所终
buzhou 不周
buyouzizhu 不由自主
buzhiyu 不至于
buzudao 不足道
buziliang 不自量
buan 不安
bubaizhiyuan 不白之冤
bubeibukang 不卑不亢
bubei 不备
bubi 不比
bucai 不才
buce 步测
buceng 不曾
buchengcai 不成才
buchengfangyuan 不成方圆
buchenghua 不成话
buchengqi 不成器
buchengtitong 不成体统
buchengwen 不成文
buchengwenfa 不成文法
buchi 不齿
buchixiawen 不耻下问
buchusuoliao 不出所料
buchuaimaomei 不揣冒昧
bucierbie 不辞而别
bucuo 不错
budazizhao 不打自招
budali 不大离
budai 布袋
budan 不丹
budang 不当
budaoweng 不倒翁
bude 不得
budebu 不得不
budeerzhi 不得而知
budeliao 不得了
budeyaoling 不得要领
budeyi 不得已
budeng 不等
budengshi 不等式
budi 不敌
budianer 不点儿
budie 不迭
budongchan 不动产
budonggang 不冻港
budongshengse 不动声色
budu 不独
buduan 不端
buduijiner 不对劲儿
buduitou 不对头
buduiweier 不对味儿
buerfamen 不二法门
buerjia 不二价
bufaqili 不乏其例
bufaqiren 不乏其人
bufazhitu 不法之徒
bufan 不凡
bufang 布防
bufei 不菲
bufeichuihuizhili 不费吹灰之力
bufen 不忿
bufu 不符
bufuzhongwang 不孚众望
bugan 不甘
buganbuga 不尴不尬
buganjimo 不甘寂寞
buganjiao 不干胶
buganshiruo 不甘示弱
bugandang 不敢当
bugong 不公
bugongzipo 不攻自破
bugongdaitian 不共戴天
bugouyanxiao 不苟言笑
bugu 不顾
buguan 不关
buguansanqiershiyi 不管三七二十一
buguang 不光
buguize 不规则
bugui 不轨
buguoerer 不过尔尔
buguoyi 不过意
buhanerli 不寒而栗
buhaore 不好惹
buhaoyisi 不好意思
buhengbuha 不哼不哈
buhuanersan 不欢而散
buhuang 不遑
buhui 不讳
buhuozhinian 不惑之年
bujiqishu 不计其数
bujishi 不济事
bujiasisuo 不假思索
bujian 不检
bujiande 不见得
bujianjingzhuan 不见经传
bujie 不解
bujiezhiyuan 不解之缘
bujin 不禁
bujinjin 不仅仅
bujinran 不尽然
bujinrenqing 不近人情
bujingyi 不经意
bujingqi 不景气
bujing 不敬
bujingerzou 不胫而走
bujiujiwang 不咎既往
bujuxiaojie 不拘小节
bujuyige 不拘一格
bujue 不绝
bujuerulv 不绝如缕
bujueyuer 不绝于耳
bukaiyan 不开眼
bukan 不堪
bukanhuishou 不堪回首
bukanrumu 不堪入目
bukanshexiang 不堪设想
bukegaoren 不可告人
bukehuoque 不可或缺
bukejiuyao 不可救药
bukekaijiao 不可开交
bukekangli 不可抗力
bukeliyu 不可理喻
bukemingzhuang 不可名状
bukeshengshu 不可胜数
bukeshoushi 不可收拾
bukesiyi 不可思议
buketongrieryu 不可同日而语
bukeyishi 不可一世
bukeyuyue 不可逾越
bukezhilun 不可知论
bukezhongri 不可终日
bukuai 不快
bukui 不愧
bulai 不赖
bulaoerhuo 不劳而获
bulaoshao 不老少
buli 步犁
buliang 不良
buliaoliaozhi 不了了之
buliao 布料
bulin 不吝
bulunbulei 不伦不类
bulun 不论
buluokejiu 不落窠臼
buman 布满
bumanbuzhi 不蔓不枝
bumao 不毛
bumaozhidi 不毛之地
bumian 布面
bumingyiwen 不名一文
bumotou 不摸头
bumouerhe 不谋而合
bumu 不睦
bunengziba 不能自拔
bunengziji 不能自己
bupei 不配
bupianbuyi 不偏不倚
buping 不平
buqieryu 不期而遇
buqiyan 不起眼
buqiao 不巧
buqiushenjie 不求甚解
buqu 不屈
buqubunao 不屈不挠
buran 不然
burenzudu 不忍卒读
buri 不日
burong 不容
burongfenshuo 不容分说
burongzhihui 不容置喙
burongzhiyi 不容置疑
burushiming 不辱使命
busanbusi 不三不四
bushen 不慎
bushenlele 不甚了了
busheng 不胜
bushengmeiju 不胜枚举
bushuang 不爽
busu 不俗
busuzhike 不速之客
busui 不遂
butongfanxiang 不同凡响
butongbuyang 不痛不痒
butuo 不妥
buwai 不外
buwaihu 不外乎
buwang 不枉
buweiyishen 不为已甚
buwenbuwen 不闻不问
buwu 不无
buwuxiaobu 不无小补
buwuzhengye 不务正业
buxia 部下
buxiayu 不下于
buxiangshangxia 不相上下
buxiang 不详
buxianghua 不像话
buxiao 不肖
buxiaoshuo 不消说
buxiaozi 不肖子
buxieyigu 不屑一顾
buxieyu 不屑于
buxinxie 不信邪
buxing 不兴
buxingrenshi 不省人事
buxiubianfu 不修边幅
buxiugang 不锈钢
buxucixing 不虚此行
buxuanerzhan 不宣而战
buxuewushu 不学无术
buxun 不逊
buyayu 不亚于
buyaneryu 不言而喻
buyaojin 不要紧
buyaolian 不要脸
buyierzu 不一而足
buyiyuli 不遗余力
buyiweiran 不以为然
buyiweiyi 不以为意
buyierfei 不翼而飞
buyilehu 不亦乐乎
buyizhicai 不义之财
buyong 不用
buyongshuo 不用说
buyou 不由
buyoude 不由得
buyoufenshuo 不由分说
buyuanqianli 不远千里
buyueertong 不约而同
buyunzheng 不孕症
buzai 不再
buzaihuaxia 不在话下
buzeshouduan 不择手段
buzhanguo 不粘锅
buzhebukou 不折不扣
buzhengzhifeng 不正之风
buzhibujue 不知不觉
buzhijiuli 不知就里
buzhisihuo 不知死活
buzhisuocuo 不知所措
buzhisuoyun 不知所云
buzhiyiti 不值一提
buzuguachi 不足挂齿
buzuqu 不足取
buzuweiguai 不足为怪
buzuweiping 不足为凭
buzuweiqi 不足为奇
buzuweixun 不足为训
buzuosheng 不作声
buzuowei 不作为
bubo 布帛
budalagong 布达拉宫
budao 布道
buershiweike 布尔什维克
bugao 布告
buguniao 布谷鸟
bukong 布控
bulangzu 布朗族
bulei 部类
bupi 布匹
bushe 布设
bushu 布署
butou 部头
buyizu 布依族
buzhan 布展
buxingjie 步行街
bubing 步兵
bubuweiying 步步为营
budiao 步调
buhuaji 步话机
bulv 步履
bulvweijian 步履维艰
buqiang 步枪
burenhouchen 步人后尘
bushao 步哨
budui 部队
bujiang 部将
buluo 部落
bumen 部门
bushou 部首
buwei 部委
ca 嚓
cashi 擦拭
cazi 擦子
caxi 擦洗
cabianqiu 擦边球
cabian 擦边
caheier 擦黑儿
cajianerguo 擦肩而过
capigu 擦屁股
cashang 擦伤
cai 睬
caice 猜测
caiquan 彩券
caiduo 裁夺
caiji 猜忌
caitou 彩头
caixiang 彩像
caiyi 才艺
caimei 猜枚
caimi 财迷
caifen 才分
caifu 才赋
caigan 才干
caigaobadou 才高八斗
caihua 菜花
caiju 才具
caili 财礼
cailve 才略
caimao 才貌
caineng 才能
cainv 才女
caiqi 财气
caiqing 才情
caishi 彩饰
caishuxueqian 才疏学浅
caisi 才思
caixue 才学
caizhi 采制
caizi 菜籽
caizijiaren 才子佳人
cailiao 材料
caiyun 采运
caibao 财宝
caibo 财帛
caichan 财产
caichanquan 财产权
caidaqicu 财大气粗
caifa 财阀
caijie 财界
caijing 采景
caikuai 财会
cailu 采录
caimixinqiao 财迷心窍
caishen 财神
caishenye 财神爷
caishui 踩水
caituan 财团
caiwu 财物
caiyuan 财源
caizheng 财政
caizhu 财主
caibing 裁并
caiche 裁撤
caichu 裁处
caiding 裁定
caiduan 裁断
caifeng 裁缝
caijian 裁剪
caijue 采掘
caijun 裁军
caipan 裁判
caipanchang 裁判长
caipanyuan 裁判员
cainuan 采暖
caiwa 采挖
caimai 采买
caixie 采血
caiguang 采光
caina 采纳
caiqu 采取
caishou 采收
caiban 菜板
caibian 采编
caichaxi 采茶戏
caifang 采访
caigou 采购
caigouyuan 采购员
caikuang 采矿
caiyang 采样
caiyong 采用
caiyou 彩釉
caiyu 采育
caize 采择
caizhai 采摘
caizhong 采种
caixia 彩霞
caiyin 彩印
caisu 彩塑
caitao 彩陶
caizhao 彩照
caibi 彩笔
caichou 彩绸
caidai 彩带
caidan 彩旦
caideng 彩灯
caidian 菜店
caidie 彩蝶
caiguan 彩管
caihong 彩虹
caihui 彩绘
caijuan 彩卷
caikuo 彩扩
cailian 彩练
caimen 彩门
caimin 彩民
caimohua 彩墨画
caipai 彩排
caipailou 彩牌楼
caipeng 彩棚
caipiao 彩票
caiqiu 彩球
caise 菜色
caisepian 彩色片
caidao 踩道
caigaoqiao 踩高跷
caita 踩踏
cailanzigongcheng 菜篮子工程
caishichang 菜市场
caidunzi 菜墩子
caibangzi 菜帮子
caichang 菜场
caifan 菜饭
caijin 菜金
caidi 菜地
caigua 菜瓜
caijiao 菜窖
caidou 菜豆
cailanzi 菜篮子
caipu 菜圃
caitan 菜摊
cainiu 菜牛
caituanzi 菜团子
caixi 菜系
caishu 菜蔬
caitai 菜薹
caixin 菜心
caiyao 菜肴
caiye 菜叶
cainong 菜农
caipin 菜品
canbai 残败
canban 参半
canchan 参禅
can 蚕
candu 惨毒
cangu 参股
canyu 残余
canyue 残月
canguan 餐馆
canguantuan 参观团
canjia 参加
canjian 参检
canzan 参赞
canzhan 参战
canzhao 残照
canjiao 参校
canjun 参军
cankan 参看
cankao 参考
cankaoshu 参考书
canliang 参量
canmou 参谋
canmoubu 参谋部
canmouchang 参谋长
canpai 参拍
canping 参评
cansai 参赛
canshi 蚕室
canshu 参数
cantian 参天
cantou 参透
canwu 参悟
canxuan 参选
canyan 参演
canye 参谒
canyi 参议
canyihui 参议会
canyiyuan 参议员
canzhaowu 参照物
canzhaoxi 参照系
canzheng 参政
canzhuo 参酌
canche 餐车
candian 餐点
canjin 餐巾
canjinzhi 餐巾纸
canju 残局
canquan 餐券
canting 餐厅
canwei 餐位
canyin 餐饮
canyinye 餐饮业
canben 残本
canfei 残匪
canjuan 残卷
canaohui 残奥会
canbao 残暴
canbingbaijiang 残兵败将
canbu 残部
canchuan 残喘
canci 残次
cancipin 残次品
cancun 残存
candi 残敌
candong 残冬
canhai 残骸
canji 残迹
canjiche 残疾车
canjiren 残疾人
canjiu 残旧
canku 残酷
canliu 残留
cannian 残年
cannve 残虐
canpian 残片
canpin 残品
canpo 残破
canqi 残棋
canque 残缺
canren 残忍
cansha 惨杀
cansheng 残生
cansun 残损
canxue 残雪
canyang 残阳
